intent,rewritten_intent,snippet,question_id
Python pandas - grouping by and summarizing on a field,convert dataframe `df` into a pivot table using column 'order' as index and values of column 'sample' as columns,"df.pivot(index='order', columns='sample')",30406725
selecting across multiple columns with python pandas?,select all rows from pandas DataFrame 'df' where the value in column 'A' is greater than 1 or less than -1 in column 'B'.,df[(df['A'] > 1) | (df['B'] < -1)],8916302
Zip with list output instead of tuple,"Get the zip output as list from the lists `[1, 2, 3]`, `[4, 5, 6]`, `[7, 8, 9]`","[list(a) for a in zip([1, 2, 3], [4, 5, 6], [7, 8, 9])]",8372399
Select rows from a DataFrame based on values in a column in pandas,select rows of dataframe `df` whose value for column `A` is `foo`,print(df.loc[df['A'] == 'foo']),17071871
Select rows from a DataFrame based on values in a column in pandas,select rows whose column value in column `column_name` does not equal `some_value` in pandas data frame,df.loc[df['column_name'] != some_value],17071871
Select rows from a DataFrame based on values in a column in pandas,select rows from a dataframe `df` whose value for column `column_name` is not in `some_values`,df.loc[~df['column_name'].isin(some_values)],17071871
Select rows from a DataFrame based on values in a column in pandas,select all rows whose values in a column `column_name` equals a scalar `some_value` in pandas data frame object `df`,df.loc[df['column_name'] == some_value],17071871
Select rows from a DataFrame based on values in a column in pandas,"Select rows whose value of the ""B"" column is ""one"" or ""three"" in the DataFrame `df`","print(df.loc[df['B'].isin(['one', 'three'])])",17071871
How to repeat individual characters in strings in Python,repeat every character for 7 times in string 'map',""""""""""""".join(map(lambda x: x * 7, 'map'))",38273353
Delete a file or folder,delete an empty directory,os.rmdir(),6996603
Delete a file or folder,recursively delete all contents in directory `path`,"shutil.rmtree(path, ignore_errors=False, onerror=None)",6996603
Delete a file or folder,recursively remove folder `name`,os.removedirs(name),6996603
How to add an extra row to a pandas dataframe,"Add row `['8/19/2014', 'Jun', 'Fly', '98765']` to dataframe `df`","df.loc[len(df)] = ['8/19/2014', 'Jun', 'Fly', '98765']",19365513
listing files from a directory using glob python,list all files in a current directory,glob.glob('*'),22625616
listing files from a directory using glob python,List all the files that doesn't contain the name `hello`,glob.glob('[!hello]*.txt'),22625616
listing files from a directory using glob python,List all the files that matches the pattern `hello*.txt`,glob.glob('hello*.txt'),22625616
test a boolean expression in a Python string,evaluate the expression '20<30',eval('20<30'),10586778
Python copy a list of lists,Copy list `old_list` and name it `new_list`,new_list = [x[:] for x in old_list],28684154
Convert scientific notation to decimal - python,convert scientific notation of variable `a` to decimal,"""""""{:.50f}"""""".format(float(a[0] / a[1]))",16962512
How to remove 0's converting pandas dataframe to record,convert dataframe `df` to integer-type sparse object,df.to_sparse(0),41154648
python - readable list of objects,display attribute `attr` for each object `obj` in list `my_list_of_objs`,print([obj.attr for obj in my_list_of_objs]),444058
get count of values associated with key in dict python,count the number of True values associated with key 'success' in dictionary `d`,sum(1 if d['success'] else 0 for d in s),35269374
get count of values associated with key in dict python,get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,sum(d['success'] for d in s),35269374
get path from a module name,get complete path of a module named `os`,imp.find_module('os')[1],9534608
get the logical xor of two variables,get logical xor of `a` and `b`,(bool(a) != bool(b)),432842
get the logical xor of two variables,get logical xor of `a` and `b`,((a and (not b)) or ((not a) and b)),432842
get the logical xor of two variables,get logical xor of `a` and `b`,(bool(a) ^ bool(b)),432842
get the logical xor of two variables,get logical xor of `a` and `b`,"xor(bool(a), bool(b))",432842
get the logical xor of two variables,get the logical xor of two variables `str1` and `str2`,return (bool(str1) ^ bool(str2)),432842
How to alphabetically sort array of dictionaries on single key?,Sort list `my_list` in alphabetical order based on the values associated with key 'name' of each dictionary in the list,my_list.sort(key=operator.itemgetter('name')),5048841
Python: Split string by list of separators,"split a string `a , b; cdf`  using both commas and semicolons as delimeters","re.split('\\s*,\\s*|\\s*;\\s*', 'a , b; cdf')",4697006
Python: Split string by list of separators,"Split a string `string` by multiple separators `,` and `;`","[t.strip() for s in string.split(',') for t in s.split(';')]",4697006
lambda in python,make a function `f` that calculates the sum of two integer variables `x` and `y`,"f = lambda x, y: x + y",7974442
Creating a list of objects in Python,Create list `instancelist` containing 29 objects of type MyClass,instancelist = [MyClass() for i in range(29)],348196
Python 2.7: making a dictionary object from a specially-formatted list object,"Make a dictionary from list `f` which is in the format of four sets of  ""val, key, val""","{f[i + 1]: [f[i], f[i + 2]] for i in range(0, len(f), 3)}",23914774
Shortest way to convert these bytes to int in python?,convert bytes string `s`  to an unsigned integer,"struct.unpack('>q', s)[0]",4433017
How can I concatenate a Series onto a DataFrame with Pandas?,concatenate a series `students` onto a dataframe `marks` with pandas,"pd.concat([students, pd.DataFrame(marks)], axis=1)",20512297
Custom Python list sorting,Sort list `alist` in ascending order based on each of its elements' attribute `foo`,alist.sort(key=lambda x: x.foo),11850425
How to get only div with id ending with a certain value in Beautiful Soup?,BeautifulSoup select 'div' elements with an id attribute value ending with sub-string '_answer' in HTML parsed string `soup`,soup.select('div[id$=_answer]'),42180455
How can I solve system of linear equations in SymPy?,"sympy solve matrix of linear equations `(([1, 1, 1, 1], [1, 1, 2, 3]))` with variables `(x, y, z)`","linsolve(Matrix(([1, 1, 1, 1], [1, 1, 2, 3])), (x, y, z))",31547657
best way to extract subset of key-value pairs from python dictionary object,"best way to extract subset of key-value pairs with keys matching 'l', 'm', or 'n' from python dictionary object","{k: bigdict[k] for k in list(bigdict.keys()) & {'l', 'm', 'n'}}",5352546
best way to extract subset of key-value pairs from python dictionary object,"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`","dict((k, bigdict[k]) for k in ('l', 'm', 'n'))",5352546
best way to extract subset of key-value pairs from python dictionary object,"Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`","{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}",5352546
best way to extract subset of key-value pairs from python dictionary object,"Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3","{k: bigdict[k] for k in ('l', 'm', 'n')}",5352546
Get contents of entire page using Selenium,Selenium get the entire `driver` page text,driver.page_source,16114244
Extracting specific columns in numpy array,extracting column `1` and `9` from array `data`,"data[:, ([1, 9])]",8386675
Remove string between 2 characters from text string,remove all square brackets from string 'abcd[e]yth[ac]ytwec',"re.sub('\\[.*?\\]', '', 'abcd[e]yth[ac]ytwec')",9470142
How can I resize the root window in Tkinter?,,root.geometry('500x500'),2261011
How to capture the entire string while using 'lookaround' with chars in regex?,find all substrings in string `mystring` composed only of letters `a` and `b` where each `a` is directly preceded and succeeded by `b`,"re.findall('\\b(?:b+a)+b+\\b', mystring)",32926587
"in Python, how to convert list of float numbers to string with certain format?",convert list `lst` of tuples of floats to list `str_list` of tuples of strings of floats in scientific notation with eight decimal point precision,str_list = [tuple('{0:.8e}'.format(flt) for flt in sublist) for sublist in lst],16127862
"in Python, how to convert list of float numbers to string with certain format?",convert list of sublists `lst` of floats to a list of sublists `str_list` of strings of integers in scientific notation with 8 decimal points,str_list = [['{0:.8e}'.format(flt) for flt in sublist] for sublist in lst],16127862
Getting the first elements per row in an array in Python?,Create a tuple `t` containing first element of each tuple in tuple `s`,t = tuple(x[0] for x in s),2054416
How to obtain the day of the week in a 3 letter format from a datetime object in python?,obtain the current day of the week in a 3 letter format from a datetime object,datetime.datetime.now().strftime('%a'),15509617
"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",get the ASCII value of a character 'a' as an int,ord('a'),227459
"get the <a href=""http://en.wikipedia.org/wiki/ASCII"" rel=""nofollow noreferrer"">ASCII</a> value of a character as an int",get the ASCII value of a character u'あ' as an int,ord('\u3042'),227459
